label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
ㄱ,0.0,0.0,0.0,-0.17129424,0.03345662,-0.003133783,-0.33090323,0.20332949,-0.03131872,-0.444688,0.33486143,-0.054152407,-0.55851424,0.37503204,-0.07825879,-0.32504395,0.2689735,-0.14264229,-0.35980192,0.595744,-0.18746118,-0.36445698,0.7727527,-0.19914006,-0.3667411,0.9075393,-0.20463014,-0.21117733,0.30810302,-0.15961158,-0.22219369,0.6227338,-0.19704385,-0.20769456,0.5512066,-0.16500182,-0.20419538,0.44573817,-0.14224301,-0.08729562,0.33691445,-0.1678966,-0.11862921,0.6103866,-0.18656282,-0.108247645,0.53159624,-0.12647155,-0.09950357,0.42728516,-0.08804108,0.029197292,0.35566595,-0.17518342,-0.006189922,0.5754347,-0.1736861,-0.009093554,0.516227,-0.12657136,-0.008739832,0.4293622,-0.09393044
ㄱ,0.0,0.0,0.0,-0.19156003,0.0309867,0.022783611,-0.3393564,0.18955685,0.013133639,-0.4527694,0.33608,0.0009154278,-0.5592903,0.384418,-0.016464692,-0.31406912,0.3412501,-0.06560454,-0.32700133,0.64718944,-0.09082923,-0.32347935,0.81255984,-0.099067934,-0.31811818,0.94240206,-0.10333986,-0.20277123,0.39607543,-0.08299737,-0.1936914,0.6040758,-0.08889669,-0.18854448,0.5180068,-0.055433284,-0.18431796,0.41999766,-0.03539593,-0.0839818,0.41135624,-0.0930669,-0.100838155,0.57478786,-0.09082923,-0.08900723,0.50176203,-0.04157496,-0.078403845,0.41281575,-0.013769312,0.021661622,0.41078883,-0.09937307,-0.010075277,0.52666956,-0.07577578,-0.001254229,0.46247897,-0.024538118,0.008329961,0.39529732,0.008740932
ㄱ,0.0,0.0,0.0,-0.17154758,0.049197588,-0.03304395,-0.3086795,0.2090296,-0.077677056,-0.41076303,0.35079744,-0.10770839,-0.5174809,0.41506988,-0.14082104,-0.21578191,0.31802356,-0.18046424,-0.22130716,0.6387492,-0.23013322,-0.21887441,0.8113326,-0.24576977,-0.21183252,0.9440546,-0.25276023,-0.085793026,0.3587312,-0.17099035,-0.1444204,0.5958254,-0.2032752,-0.18164563,0.53713316,-0.16961065,-0.18059142,0.45523766,-0.14542003,0.016025102,0.37496296,-0.15351422,-0.057683967,0.5687662,-0.16915074,-0.08992865,0.51366335,-0.115066744,-0.08537961,0.43507496,-0.08011451,0.091751814,0.3860052,-0.13548622,0.010321866,0.52874213,-0.13346267,-0.014673508,0.47454998,-0.088668615,-0.0066914046,0.41130692,-0.056751695
ㄱ,0.0,0.0,0.0,-0.15385205,0.06562495,-0.009660919,-0.29923445,0.26641053,-0.0444955,-0.40455508,0.41533822,-0.07285809,-0.52599096,0.45471781,-0.10174413,-0.31234106,0.2867476,-0.15313944,-0.31737098,0.59576225,-0.21548,-0.31499428,0.77052623,-0.24498472,-0.31243703,0.9125111,-0.26402,-0.20130081,0.28723115,-0.17560108,-0.16614293,0.6242887,-0.23413458,-0.14448212,0.55112106,-0.21605106,-0.15005119,0.444242,-0.20253602,-0.075983435,0.2891524,-0.19035342,-0.0613568,0.59295636,-0.22747225,-0.045767765,0.5123944,-0.17169884,-0.050076116,0.41090062,-0.13524625,0.042224567,0.2912154,-0.20482023,0.042866137,0.53233916,-0.2150993,0.04933972,0.46267524,-0.16931942,0.041098673,0.37234154,-0.13810155
ㄱ,0.0,0.0,0.0,-0.1550524,0.045175795,-0.027770815,-0.30670908,0.21108286,-0.07596807,-0.4190548,0.3484477,-0.10734301,-0.53489816,0.38852975,-0.14116563,-0.26651397,0.25500122,-0.20685275,-0.2744247,0.5756149,-0.2793044,-0.27022687,0.76111776,-0.31811142,-0.26077196,0.90327656,-0.34071916,-0.12851542,0.28611416,-0.20827685,-0.1610018,0.60679924,-0.2652413,-0.17704277,0.5351134,-0.24031936,-0.17897415,0.4277096,-0.21753357,-0.0042096293,0.3048816,-0.19919816,-0.04838113,0.5732118,-0.23426689,-0.06595577,0.49620926,-0.17320813,-0.060676806,0.3934895,-0.1278146,0.09709505,0.31965774,-0.1881613,0.04150007,0.5179216,-0.19599392,0.029111411,0.44704816,-0.14116563,0.038774807,0.36502832,-0.10040046
ㅑ,0.0,0.0,0.0,-0.10437363,-0.038519006,-0.06855065,-0.18748057,-0.1489865,-0.1111299,-0.18915997,-0.25309557,-0.15462682,-0.116677605,-0.32559985,-0.19069071,-0.18056354,-0.43492228,-0.07323069,-0.24882382,-0.62455785,-0.14031136,-0.29369262,-0.73387784,-0.17591643,-0.33316824,-0.8366586,-0.19509545,-0.07678322,-0.46906197,-0.08612376,-0.08649351,-0.69257075,-0.174907,-0.1101868,-0.83376455,-0.21950512,-0.12881376,-0.9634859,-0.2347382,0.021727936,-0.43632954,-0.10479807,-0.037226457,-0.4554538,-0.21895453,-0.06682538,-0.2830613,-0.22611223,-0.07017953,-0.17333026,-0.19454485,0.10219826,-0.3592353,-0.12893243,0.03020675,-0.302583,-0.2123474,-0.010706295,-0.18173853,-0.21161325,-0.0185328,-0.115664795,-0.1874789
ㅜ,0.0,0.0,0.0,-0.14080971,0.09705435,0.04469405,-0.21214178,0.28012085,0.038668755,-0.21702754,0.4476823,0.02553767,-0.19983836,0.5651012,0.008370653,-0.27491748,0.39913815,-0.06259186,-0.27939606,0.6812262,-0.08084572,-0.27309293,0.8333506,-0.081303336,-0.27481648,0.95800984,-0.08181181,-0.18900225,0.43067092,-0.09528609,-0.117275745,0.66168094,-0.10128598,-0.09144874,0.5863725,-0.06976121,-0.10020455,0.4954792,-0.05066838,-0.08451474,0.4349141,-0.117861904,-0.030846694,0.59392256,-0.1051503,-0.015763516,0.5208684,-0.057456374,-0.023825925,0.44052717,-0.03391449,0.0094898855,0.4225767,-0.13728523,0.036457404,0.54952204,-0.10026904,0.047973644,0.4812378,-0.050363302,0.04230686,0.40925166,-0.021507967
ㅑ,0.0,0.0,0.0,-0.10268325,-0.055788875,-0.06407385,-0.16919728,-0.19203308,-0.09863024,-0.16605312,-0.29884523,-0.13477597,-0.09710013,-0.3736096,-0.16547257,-0.14652562,-0.46043918,-0.060032435,-0.2011936,-0.64990324,-0.11906438,-0.230052,-0.7664478,-0.15293963,-0.25638163,-0.87502724,-0.17219315,-0.041386798,-0.47618067,-0.071748,-0.030933069,-0.6952099,-0.15039672,-0.03157247,-0.84415317,-0.19271809,-0.033904362,-0.9772749,-0.20924702,0.052761283,-0.4298632,-0.08932136,0.012363828,-0.5112131,-0.2039796,-0.032183964,-0.33867335,-0.21669416,-0.051032152,-0.2154852,-0.18981192,0.12269757,-0.34304565,-0.11079991,0.05418257,-0.33946463,-0.20597759,0.0026063675,-0.21533512,-0.21251649,-0.01984882,-0.12942474,-0.19180991
ㄴ,0.0,0.0,0.0,-0.073770545,-0.32139045,0.0028264828,-0.2223261,-0.55359375,-0.025397982,-0.32691345,-0.75728834,-0.049752742,-0.3743666,-0.9239858,-0.07810203,-0.37284932,-0.36813775,-0.10361938,-0.6254217,-0.38364878,-0.12830205,-0.7626834,-0.38847628,-0.13259469,-0.8687995,-0.38438523,-0.13354862,-0.41403118,-0.16980891,-0.09896902,-0.5406771,-0.28624016,-0.09694195,-0.47718358,-0.3445047,-0.05276355,-0.41103277,-0.3276444,-0.02712696,-0.41110843,-0.006681507,-0.08501796,-0.5133046,-0.15037356,-0.0711265,-0.46112376,-0.19058606,-0.017826246,-0.3925466,-0.1656887,0.011454609,-0.39727497,0.11410146,-0.06772816,-0.47554678,-0.009389116,-0.034877554,-0.42999837,-0.0471691,0.017096149,-0.3731303,-0.025294235,0.051780064
ㅜ,0.0,0.0,0.0,-0.14296786,0.102469414,0.05013236,-0.21369047,0.28193513,0.0467868,-0.21722387,0.44288868,0.035677515,-0.2010278,0.5556323,0.019945739,-0.26734877,0.40523085,-0.059351597,-0.28237304,0.679847,-0.07549199,-0.28425267,0.8305564,-0.076104924,-0.2930311,0.95296216,-0.077432916,-0.18178874,0.43773988,-0.092705,-0.112883784,0.66536033,-0.09158131,-0.08400385,0.592516,-0.056746658,-0.0893158,0.5047968,-0.037669335,-0.07780553,0.4395224,-0.11533221,-0.026982177,0.60287124,-0.095412105,-0.013152978,0.5338301,-0.04438599,-0.019292286,0.45347682,-0.021222478,0.014910771,0.42347714,-0.13443507,0.040691644,0.5518041,-0.09296039,0.049757585,0.4852163,-0.040401965,0.04466391,0.4131187,-0.010872962
ㄴ,0.0,0.0,0.0,-0.072776884,-0.35744375,0.074018225,-0.22379026,-0.5611662,0.07995513,-0.33207837,-0.7620302,0.07505073,-0.3799487,-0.9167736,0.058337063,-0.43279785,-0.39109066,0.010632135,-0.6781713,-0.40696415,0.053464934,-0.80335283,-0.41713834,0.08511766,-0.89945817,-0.4245715,0.103509136,-0.48085582,-0.1918878,0.007260363,-0.53486574,-0.26968282,0.096733324,-0.44925952,-0.30384594,0.16571753,-0.37159312,-0.28933996,0.19372422,-0.4524635,-0.007073826,0.018440451,-0.48238647,-0.11960268,0.10931698,-0.4114152,-0.1328888,0.15035903,-0.3385283,-0.10945104,0.1504881,-0.42168638,0.13940378,0.039881047,-0.43819112,0.043102983,0.1333227,-0.3750971,0.022934137,0.18494791,-0.3118725,0.046822034,0.20469455
ㅑ,0.0,0.0,0.0,-0.09795955,-0.049208727,-0.06854189,-0.1685951,-0.16195442,-0.11071709,-0.15003096,-0.2528761,-0.15356031,-0.08266914,-0.32916063,-0.1900795,-0.15752685,-0.44100836,-0.075444914,-0.21284482,-0.6332099,-0.14358436,-0.24729514,-0.7523038,-0.18313193,-0.27698556,-0.8653865,-0.2061123,-0.05107413,-0.46557087,-0.08800394,-0.044081796,-0.6821836,-0.17342317,-0.047055583,-0.8300996,-0.22143252,-0.04981875,-0.9690167,-0.24191889,0.04468206,-0.42512962,-0.10599632,0.0025241708,-0.46388447,-0.21786967,-0.03487838,-0.30122465,-0.22855823,-0.04696372,-0.1947477,-0.20254946,0.120203026,-0.34151623,-0.1292439,0.0586524,-0.30110323,-0.21573198,0.008466694,-0.18498448,-0.21822597,-0.013635411,-0.11640072,-0.19702704
ㄴ,0.0,0.0,0.0,-0.059622273,-0.28644553,0.024350332,-0.22656319,-0.5281504,0.015525334,-0.34102532,-0.7175803,0.0038795122,-0.37670633,-0.8798517,-0.013563049,-0.35047638,-0.46879408,-0.07748615,-0.6123158,-0.48212576,-0.09944784,-0.75994956,-0.47703487,-0.10254977,-0.87439656,-0.4735282,-0.105837815,-0.38125104,-0.3000391,-0.09870337,-0.57182854,-0.2629333,-0.1083814,-0.49431056,-0.24751884,-0.07401198,-0.40583098,-0.25483057,-0.05428368,-0.38692987,-0.11403208,-0.1103046,-0.5428047,-0.11479899,-0.10627209,-0.47513285,-0.09482942,-0.049661797,-0.39579657,-0.093961686,-0.019681612,-0.37848872,0.053572718,-0.11799739,-0.50755286,0.016107762,-0.09194115,-0.44414556,0.029041516,-0.032973398,-0.37586433,0.03720152,0.003856247
ㅜ,0.0,0.0,0.0,-0.14239916,0.09704386,0.053170353,-0.20540997,0.28431532,0.04985662,-0.20460506,0.45664844,0.040066056,-0.19205931,0.57762206,0.02497854,-0.269998,0.40981847,-0.065169975,-0.23997568,0.7032957,-0.08249175,-0.21051931,0.8539641,-0.08399799,-0.19349116,0.9773866,-0.085303396,-0.17891248,0.44331867,-0.09865873,-0.09920232,0.6778804,-0.09579688,-0.073517494,0.60340947,-0.060149174,-0.08468547,0.5164062,-0.04207428,-0.0709994,0.4455615,-0.12059964,-0.015327807,0.6126256,-0.10046622,5.2900203e-05,0.53570396,-0.049906734,-0.010299594,0.45121938,-0.027815204,0.024324289,0.42917815,-0.13817246,0.051714096,0.55581987,-0.096650414,0.06267769,0.48450154,-0.044760413,0.05409665,0.41291726,-0.01627991
ㅑ,0.0,0.0,0.0,-0.09711063,-0.049205408,-0.06814275,-0.16845284,-0.16255964,-0.11006544,-0.14834408,-0.2525757,-0.15256974,-0.08084452,-0.32663414,-0.18898925,-0.1590486,-0.44164148,-0.07606198,-0.21286318,-0.63248956,-0.14478475,-0.24929506,-0.7496854,-0.18433614,-0.2803447,-0.8605698,-0.20670684,-0.052569073,-0.46783262,-0.08796319,-0.04590345,-0.68411607,-0.17189802,-0.049667947,-0.83154386,-0.2183396,-0.05323579,-0.9699304,-0.2374889,0.042774744,-0.4286918,-0.105322845,0.001912717,-0.46302384,-0.21476029,-0.03510996,-0.30259937,-0.22531927,-0.047975853,-0.1978695,-0.19972718,0.116870284,-0.34606072,-0.12814096,0.055652093,-0.30230585,-0.2115389,0.0073066154,-0.18627195,-0.21332857,-0.013491072,-0.119300574,-0.19203167
ㄴ,0.0,0.0,0.0,-0.02421051,-0.35879666,0.112509385,-0.15329325,-0.5755616,0.14120542,-0.24021982,-0.7866905,0.14929594,-0.2778082,-0.93646955,0.14209032,-0.37562937,-0.48466402,0.07230965,-0.61990035,-0.5068741,0.13046022,-0.74158275,-0.5127778,0.16105247,-0.8403934,-0.5123099,0.17685425,-0.44995928,-0.3088819,0.052051764,-0.46975,-0.3155208,0.16408642,-0.3804544,-0.30988675,0.22451243,-0.30884176,-0.28621668,0.24132554,-0.44432765,-0.11086268,0.04813292,-0.43439016,-0.16243221,0.16117887,-0.35941395,-0.14493214,0.19720697,-0.2960877,-0.12344641,0.18759947,-0.43275037,0.05717957,0.05660268,-0.42251763,0.009479423,0.16889016,-0.35528296,0.014195643,0.22451243,-0.2966882,0.037225153,0.24347456
ㄴ,0.0,0.0,0.0,-0.06375694,-0.35004586,0.059225045,-0.20672703,-0.5655938,0.05868922,-0.30031204,-0.7799135,0.05128221,-0.33955166,-0.939987,0.033599947,-0.40454662,-0.41436225,-0.014608659,-0.6469033,-0.4377567,0.015287295,-0.77201545,-0.45378813,0.039746184,-0.87023735,-0.46634266,0.05396134,-0.46259612,-0.22455138,-0.01261507,-0.51210135,-0.3163847,0.06420508,-0.4318884,-0.3454065,0.13011172,-0.356863,-0.3251979,0.15683998,-0.44543782,-0.04500324,0.0030598184,-0.46364415,-0.1731877,0.08125696,-0.39693004,-0.17802376,0.12261015,-0.3266098,-0.1475523,0.12576206,-0.42232317,0.0960911,0.02792649,-0.42960018,-0.016080199,0.10880473,-0.3686163,-0.025022525,0.15747038,-0.30773866,0.0051964745,0.17739049
ㄴ,0.0,0.0,0.0,-0.09086769,-0.3508365,0.08730785,-0.24817051,-0.55681497,0.10921521,-0.34794942,-0.74102604,0.12216633,-0.40837845,-0.8910569,0.11991117,-0.45580393,-0.35741097,0.055058926,-0.68741053,-0.36088315,0.14407368,-0.8030581,-0.36628136,0.19626474,-0.8989787,-0.37547183,0.22551753,-0.49634665,-0.16985455,0.06894433,-0.51471984,-0.28236327,0.20992462,-0.41203353,-0.32380453,0.2835076,-0.32973576,-0.3073056,0.3087655,-0.4659847,-0.008020885,0.10096774,-0.472357,-0.14793897,0.24330114,-0.37860417,-0.16421562,0.2659817,-0.30146867,-0.14571275,0.24355888,-0.44378307,0.11055615,0.14587782,-0.44394383,0.0051203705,0.27835295,-0.36691958,-0.021089144,0.32139444,-0.2965801,-0.0029348603,0.32758006
ㅜ,0.0,0.0,0.0,-0.15400994,0.077444755,0.02779487,-0.24435332,0.27202332,0.013986645,-0.26365882,0.4696587,-0.0017579815,-0.26672953,0.61399496,-0.01938004,-0.31004232,0.34848356,-0.08557792,-0.32693017,0.64332646,-0.11587187,-0.31849766,0.8071641,-0.12321584,-0.31714374,0.93989193,-0.12658185,-0.21646349,0.38845745,-0.11250587,-0.17811432,0.6533954,-0.13147782,-0.14804883,0.58180493,-0.10301989,-0.15001005,0.48450714,-0.08389492,-0.10892722,0.4091817,-0.13025384,-0.08421351,0.59561974,-0.12923384,-0.061665747,0.5214724,-0.07838693,-0.06195083,0.43504265,-0.049928986,-0.013206446,0.41388854,-0.14585981,-0.012642045,0.55315024,-0.11597387,0.005551826,0.4839085,-0.063239954,0.008068051,0.4121685,-0.03116102
ㄴ,0.0,0.0,0.0,-0.07258529,-0.28632754,0.01813218,-0.23329365,-0.5017841,-0.009724855,-0.35260248,-0.68681294,-0.03216171,-0.39591184,-0.8536805,-0.061628327,-0.33113247,-0.40761828,-0.14769241,-0.6104969,-0.43423548,-0.19045494,-0.766503,-0.43139163,-0.20255303,-0.8838808,-0.42006648,-0.2056674,-0.37600532,-0.21744296,-0.15463984,-0.57620126,-0.2607978,-0.1570355,-0.50753784,-0.28622183,-0.10007868,-0.4157089,-0.2833909,-0.0660603,-0.38233885,-0.036276832,-0.14865069,-0.53586096,-0.11346667,-0.13715151,-0.47411695,-0.12738155,-0.06923454,-0.3907607,-0.11343084,-0.032041926,-0.37620744,0.11484232,-0.13691196,-0.48836577,0.01800009,-0.104989775,-0.43347487,0.004385892,-0.040157225,-0.36968926,0.01759468,0.000567593
ㅑ,0.0,0.0,0.0,-0.10310095,-0.040797584,-0.06935694,-0.18064588,-0.15763667,-0.10952916,-0.16838336,-0.25648996,-0.14983816,-0.095535435,-0.3340302,-0.18339862,-0.15743373,-0.44091544,-0.06935694,-0.2258085,-0.63208574,-0.13114281,-0.27065632,-0.7444097,-0.16525045,-0.30954656,-0.84812474,-0.1843106,-0.058575053,-0.4663549,-0.07979898,-0.0657698,-0.69336295,-0.15986982,-0.08556065,-0.8408313,-0.20373553,-0.100414895,-0.9700347,-0.22124533,0.034094155,-0.43008175,-0.09621441,-0.027302817,-0.48681897,-0.20592424,-0.059256002,-0.3209078,-0.21777983,-0.06341891,-0.21299012,-0.1926095,0.10647326,-0.3543108,-0.11791927,0.02678969,-0.31069288,-0.20683621,-0.018286662,-0.19178286,-0.21431437,-0.031542737,-0.121183075,-0.19643977
ㄴ,0.0,0.0,0.0,-0.08531059,-0.32130367,0.033064313,-0.25645673,-0.5454565,0.029792849,-0.37477252,-0.725055,0.02339284,-0.4152854,-0.8796347,0.011593323,-0.39635947,-0.40265703,-0.050786894,-0.6539142,-0.41057163,-0.063841,-0.8010165,-0.4101481,-0.0642539,-0.9124407,-0.40443596,-0.062316425,-0.4367,-0.21529078,-0.057806257,-0.5681302,-0.27771047,-0.042846438,-0.5046963,-0.30622426,-0.00030569587,-0.429286,-0.29235885,0.024123361,-0.4342423,-0.04569664,-0.054566547,-0.53938925,-0.13803087,-0.029712923,-0.48436055,-0.15580441,0.015349159,-0.40786877,-0.13671374,0.03719335,-0.4193939,0.09369618,-0.04567324,-0.49583653,0.004745974,-0.0019520996,-0.44880828,-0.012558018,0.049707506,-0.38591185,0.005236979,0.08188223
ㄴ,0.0,0.0,0.0,-0.074391,-0.34190303,0.06564039,-0.23369895,-0.5536353,0.07346241,-0.34393716,-0.7418304,0.07150691,-0.39437678,-0.88579834,0.059773877,-0.429975,-0.4195324,-0.010550997,-0.6831674,-0.4011608,0.007439655,-0.81898224,-0.3956192,0.025275493,-0.92148346,-0.38673824,0.036079664,-0.4773929,-0.21756448,-0.023188455,-0.5433927,-0.26187694,0.035362646,-0.46105862,-0.2830463,0.09223526,-0.38104278,-0.2620772,0.11674428,-0.46044526,-0.024852024,-0.023318823,-0.4933251,-0.11334913,0.036568545,-0.4237077,-0.11587191,0.07887264,-0.34713405,-0.08888844,0.087150946,-0.4366491,0.13506395,-0.014999772,-0.45409745,0.047040977,0.048725266,-0.3905371,0.043911014,0.09595073,-0.3268604,0.06929521,0.11935162
ㄴ,0.0,0.0,0.0,-0.06136178,-0.29220542,0.046107825,-0.21371527,-0.5145975,0.04420488,-0.31989264,-0.6986994,0.03600037,-0.35396647,-0.8564278,0.020714404,-0.3640644,-0.45568043,-0.05428042,-0.6189145,-0.4792556,-0.06507418,-0.76707053,-0.4795553,-0.062921666,-0.87528837,-0.47962037,-0.061923403,-0.40744826,-0.3015053,-0.07692861,-0.55933374,-0.23337914,-0.057493586,-0.49135026,-0.21247514,-0.012041238,-0.40882432,-0.21674497,0.008158076,-0.41169122,-0.11848348,-0.088845424,-0.5253513,-0.08423484,-0.06850573,-0.46586573,-0.065943845,-0.018997915,-0.38965842,-0.068178795,0.00046196097,-0.4036273,0.048058726,-0.09396154,-0.49094412,0.039672714,-0.057400007,-0.43096152,0.0534633,-0.0019581546,-0.36339968,0.05337327,0.029137285
ㅓ,0.0,0.0,0.0,-0.10598866,-0.2666029,-0.14543524,-0.21262021,-0.48827028,-0.28077546,-0.359835,-0.43544987,-0.40588883,-0.43105185,-0.21254566,-0.5182518,0.16568741,-0.557253,-0.30787006,0.0477051,-0.53213227,-0.51957995,-0.010161157,-0.6092572,-0.6423025,-0.08443671,-0.70042795,-0.7087109,0.29307726,-0.3018334,-0.31238583,-0.27670294,-0.18070556,-0.49062592,-0.30412605,-0.16407992,-0.48637578,-0.19360463,-0.20157531,-0.4643282,0.28609732,-0.013641341,-0.33629286,-0.2864459,0.064229734,-0.46592197,-0.25564402,0.0077552237,-0.36870015,-0.13209774,-0.08070671,-0.27971295,0.2259493,0.25493196,-0.38649762,-0.22268263,0.28736535,-0.516658,-0.1991235,0.21451965,-0.49832928,-0.08209502,0.13506813,-0.44892144
ㅓ,0.0,0.0,0.0,-0.15962961,-0.30843905,-0.06114305,-0.44620842,-0.4539747,-0.15279339,-0.68463945,-0.3975159,-0.22128211,-0.7606838,-0.25290528,-0.27819002,-0.24865435,-0.516556,-0.32426426,-0.4320275,-0.5227035,-0.46149072,-0.5538598,-0.54225665,-0.52948135,-0.6324628,-0.5321524,-0.56285405,-0.2089815,-0.26542598,-0.3541502,-0.6550132,-0.1577104,-0.507814,-0.6274693,-0.16042164,-0.5030821,-0.49863654,-0.1774838,-0.47668275,-0.20811474,-0.025080318,-0.37482136,-0.61830777,0.02628658,-0.477928,-0.5558292,-0.0059969695,-0.42089558,-0.4279305,-0.053466905,-0.3588822,-0.22552943,0.20264517,-0.39897922,-0.5738479,0.19957419,-0.41367316,-0.52251875,0.1425002,-0.34468633,-0.3979667,0.09602073,-0.29238585
ㅓ,0.0,0.0,0.0,-0.13478276,-0.31276405,-0.051576637,-0.39243743,-0.49615777,-0.14524081,-0.6073393,-0.49560082,-0.21961175,-0.6669116,-0.36483052,-0.28814507,-0.19925296,-0.5166026,-0.315465,-0.33904752,-0.5629965,-0.46210533,-0.4389349,-0.60863143,-0.5454662,-0.50742203,-0.62731063,-0.5907659,-0.16757932,-0.2994532,-0.35142457,-0.6054029,-0.22940648,-0.5015675,-0.6117538,-0.19287173,-0.5020344,-0.51803696,-0.17855337,-0.48428816,-0.17087331,-0.08182178,-0.378044,-0.5761883,-0.035444308,-0.4810191,-0.5301138,-0.04033204,-0.4254452,-0.4160547,-0.07176772,-0.36800334,-0.19569197,0.13514836,-0.40793243,-0.5319566,0.13384417,-0.43034878,-0.4940769,0.09656625,-0.36380023,-0.38082314,0.06782941,-0.31312996
ㅓ,0.0,0.0,0.0,-0.12337621,-0.27278838,-0.15868884,-0.24994951,-0.49713632,-0.30793285,-0.37391752,-0.51559025,-0.44730356,-0.4163681,-0.35821158,-0.57494086,0.17023037,-0.6221851,-0.32138342,-0.057382498,-0.55079794,-0.5571975,-0.1313397,-0.58217466,-0.7011472,-0.2021931,-0.60024464,-0.77383745,0.28763416,-0.3367241,-0.32252815,-0.3339697,-0.16599357,-0.49938872,-0.3444762,-0.17609064,-0.49652693,-0.24653195,-0.21138315,-0.4773527,0.27840987,-0.029062118,-0.34513655,-0.3183019,0.09311104,-0.4722014,-0.27538118,0.014304863,-0.3697482,-0.16317226,-0.065390326,-0.27559426,0.21882388,0.25547788,-0.39664933,-0.2467856,0.31712428,-0.51283926,-0.22170188,0.21372575,-0.482504,-0.109861284,0.10813324,-0.4238366
ㅓ,0.0,0.0,0.0,-0.124073684,-0.26459935,-0.15796328,-0.25489047,-0.4816487,-0.3060178,-0.39011967,-0.5125047,-0.44501343,-0.44212642,-0.37845618,-0.5712702,0.12988642,-0.63567924,-0.32130444,-0.10454973,-0.5503768,-0.55711585,-0.19112636,-0.5703782,-0.69809324,-0.2784613,-0.5778537,-0.7671665,0.24693955,-0.3607999,-0.3241353,-0.37817398,-0.16577709,-0.5038956,-0.38154012,-0.15851063,-0.49795076,-0.28386673,-0.19773266,-0.47615302,0.24475072,-0.061248384,-0.34904695,-0.3572653,0.08553804,-0.47728541,-0.30018032,0.026342263,-0.3716939,-0.18544436,-0.050526205,-0.2754444,0.19588183,0.22571002,-0.40311658,-0.27522266,0.30889875,-0.5208808,-0.23889032,0.22347751,-0.4900243,-0.12391556,0.12642774,-0.43085912
ㅠ,0.0,0.0,0.0,-0.13746104,0.07751604,-0.0073793186,-0.2167409,0.26791948,-0.037232324,-0.23694104,0.45071474,-0.062428754,-0.2563147,0.5820472,-0.08614304,-0.24032225,0.30167386,-0.13724376,-0.2632694,0.5762261,-0.18617661,-0.27826864,0.7330624,-0.20564356,-0.28738862,0.85681814,-0.21537702,-0.14777985,0.3167244,-0.15060517,-0.1355665,0.64299405,-0.19661796,-0.11821468,0.8333717,-0.2021041,-0.099707216,0.9730078,-0.20812117,-0.05403299,0.32921696,-0.15334825,-0.046976425,0.6110516,-0.17608917,-0.056400888,0.5501174,-0.13335039,-0.06332902,0.46541828,-0.102380246,0.029875934,0.33704132,-0.15697618,0.017631697,0.5590364,-0.15971926,0.0064740973,0.5131449,-0.11883866,0.0005788072,0.44045424,-0.08707214
ㅠ,0.0,0.0,0.0,-0.12701629,0.111692384,-0.0069893533,-0.17460993,0.3179517,-0.03958142,-0.14861126,0.50448024,-0.06425418,-0.118135974,0.6376059,-0.08746767,-0.19609289,0.35112485,-0.15823068,-0.18139973,0.6417772,-0.2045679,-0.17361563,0.8032819,-0.21911563,-0.16279936,0.9266102,-0.22504246,-0.09189996,0.33754054,-0.16900678,-0.033811703,0.66277933,-0.21211115,0.011376234,0.8454407,-0.21193154,0.051769044,0.97536296,-0.21444598,0.0077214804,0.33119473,-0.16694134,0.04993872,0.6245799,-0.18481171,0.022024354,0.5816179,-0.1392827,-0.00104083,0.5064594,-0.10794225,0.092702016,0.32753554,-0.16487591,0.10225906,0.5596304,-0.1622717,0.075875916,0.5201926,-0.11817954,0.060499854,0.45417413,-0.08495325
ㅠ,0.0,0.0,0.0,-0.13901512,0.08816232,-0.009261621,-0.20949297,0.28880996,-0.039778195,-0.21215749,0.48500797,-0.064273566,-0.21127105,0.6273867,-0.08694432,-0.23865904,0.32072595,-0.14067903,-0.25995967,0.60810316,-0.18346609,-0.26873842,0.7658272,-0.19632958,-0.27046782,0.88951457,-0.20125602,-0.1360973,0.3297749,-0.15208283,-0.11482622,0.65771645,-0.19103822,-0.09211388,0.8440986,-0.19158562,-0.068255365,0.97845125,-0.1948699,-0.037500802,0.34035754,-0.15290391,-0.026660817,0.6322113,-0.17279215,-0.048638225,0.57565653,-0.13383675,-0.06321856,0.4898743,-0.106376395,0.046067547,0.35102144,-0.15399866,0.032155856,0.5785092,-0.15509345,0.0118781235,0.5307544,-0.116411746,0.003230604,0.45643362,-0.08676186
